city,date,year,month,day_of_year,LST_Day_Urban,LST_Day_Rural,LST_Night_Urban,UHI_Index
Bangalore,2023-11-09,2023,11,313,27.220101969978074,27.342322150513475,19.66287604476885,-0.1222201805354004
Bangalore,2023-11-17,2023,11,321,28.528513821357635,28.683411680233927,20.525146775708503,-0.15489785887629282
Bangalore,2023-12-03,2023,12,337,26.969312153731362,27.575905320757514,20.132974914567104,-0.6065931670261513
Bangalore,2023-12-11,2023,12,345,26.424435027747755,27.86084397227409,19.069124129004823,-1.4364089445263346
Bangalore,2023-12-19,2023,12,353,27.240272420942087,28.304498963780553,18.766956932344645,-1.0642265428384654
Bangalore,2023-12-27,2023,12,361,27.684388300477888,28.998954252254784,19.030154897841477,-1.3145659517768955
Bangalore,2024-01-01,2024,1,1,27.696722225327704,28.817436098934262,19.27096910192284,-1.120713873606558
Bangalore,2024-01-09,2024,1,9,28.640153763346273,29.434751309101372,19.74620751582404,-0.7945975457550993
Bangalore,2024-01-17,2024,1,17,28.47525415059793,29.932226055093114,20.353200691510615,-1.4569719044951839
Bangalore,2024-01-25,2024,1,25,28.25130142832172,29.488208867983825,20.23617880243096,-1.2369074396621045
Bangalore,2024-02-02,2024,2,33,31.164930097327627,32.54379356012725,21.95798014269223,-1.3788634627996217
Bangalore,2024-02-10,2024,2,41,31.49764453297702,33.040646858469195,21.468171239246125,-1.543002325492175
Bangalore,2024-02-18,2024,2,49,32.69119514519541,34.19862541085699,22.48912665957376,-1.5074302656615828
Bangalore,2024-02-26,2024,2,57,33.93020683033037,35.73622826390497,22.71719223205258,-1.8060214335745997
Bangalore,2024-03-05,2024,3,65,34.99245607316057,36.49149233919052,24.500073232963718,-1.4990362660299539
Bangalore,2024-03-13,2024,3,73,35.19380265485383,36.930924308215964,24.262318359444347,-1.7371216533621308
Bangalore,2024-03-21,2024,3,81,36.76265922487889,38.55926445593014,24.9386209935857,-1.7966052310512524
Bangalore,2024-03-29,2024,3,89,37.80175999470145,39.76006072407128,25.377232256125247,-1.9583007293698316
Bangalore,2024-04-06,2024,4,97,39.43797569483521,41.126510103097786,26.33355698313168,-1.6885344082625764
Bangalore,2024-04-14,2024,4,105,38.049785251611695,40.43564044586996,25.684762485401375,-2.385855194258262
Bangalore,2024-04-22,2024,4,113,40.314963228399535,42.02620887260778,26.354377721123807,-1.7112456442082475
